video_id,account,publish_date,publish_time,topic_category,topic_angle,format,hook_text,hook_model,duration_seconds,word_count,views,retention_5s,completion_rate,like_count,comment_count,share_count,favorite_count,like_rate,share_rate,performance_tier,pillars_used,is_repeat,has_script,video_url,video_title,is_hidden,notes
569,视频号官号,2025-10-24,,护士证路径,海狸中国护士成功抵达,口播,海狸中国护士成功抵达德国 案例分享 hello大家好 我叫佳佳 来自于山东威海 今年25岁了 为什么选择了出国,其他,68,540,1372,,30.17,17,0,31,,1.24,2.26,D,,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAACRk5dByQqwAAAAstQy6ubaLX4KHWvLEZgBPEv6IYOhxmTOCOzNPgMJqY3b4dUymaFaVYTHTbJPTx,25岁大专护士佳佳，入职德国医院分享~现在已经和爱人在德国团聚啦✌🏼 #护士出国 #德国护士 #护士 #护士工作 #专科护士,,涨粉:9
570,视频号官号,2025-10-20,,工资收入,小费,口播,一个月没有来科室上班 今天来科室上班的第一天 咚咚咚咚 又收到我们小费的一个 分发了 一起猜猜看会有多少吧,其他,31,170,2300,,36.59,31,5,12,,1.35,0.52,D,,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAR4gB-dJe8QAAAAstQy6ubaLX4KHWvLEZgBPEzqcEb3Zee-WOzNPgMJpQyG9fxX2NzFFyzXWjsy5D,休了快一个月的假，刚上班就收到科室分的小费，够我三周生活费了😏 #小费 #德国护士 #护士日常 #德国生活 #护士工作,,涨粉:3
571,视频号官号,2025-10-20,,权益加班,我在德国医院心内科做,口播,我在德国医院心内科做护士 我们科固定护士是21个 一个护士助理 一个科室助理 另外还有一个科室秘书 下病床是违反规定的,其他,57,483,515,,24.27,9,2,18,,1.75,3.5,D,"P20,P28",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAiGUPuAEwGQAAAAstQy6ubaLX4KHWvLEZgBPE8KckZmE4X-WOzNPgMJrt40KNGdd7TEtVeLOecEcM,德国医院里，科室护士人员怎么划分职责，来一一讲清楚~ #护士工作 #德国护士 #护士懂护士 #护士 #护士日常,,涨粉:2
572,视频号官号,2025-10-17,,权益加班,护士上一周夜班就能月,口播,护士 上一周夜班就能月入过万 这是真的 我在德国普通心内科 即使是我们普通科的小护士 一个夜班的底薪加补助,其他,33,275,900,,24.53,12,2,10,,1.33,1.11,D,"P1,P7,P20",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAYw8RS3hIFQAAAAstQy6ubaLX4KHWvLEZgBPEzqdoOnF7bJmPzNPgMJoCZb6iDxaPur2If4kkwpj3,护士上一周夜班，能赚1w+！是真的！ #夜班护士 #德国护士 #护士懂护士 #护士 #护士工作,,
573,视频号官号,2025-10-16,,夜班,德国人的脑回路啊真的,口播,德国人的脑回路啊 真的是特别的新奇 应聘护士 比招聘的医院还要牛 你敢信吗 我在德国医院心内科做护士 我们科刚入职了,A_反常识,40,306,1146,,32.37,12,2,18,,1.05,1.57,D,P27,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAmeInrIAm0gAAAAstQy6ubaLX4KHWvLEZgBPEy6doXiUvRp6PzNPgMJph8YrLbBI9NVI78NSEeVeT,相应聘岗位的护士，比招人的医院还要牛，这样的操作大家见过不？ #护士工作 #德国护士 #护士懂护士 #护士 #护士日常,,
574,视频号官号,2025-10-15,,权益加班,德国护士反内卷的四大,口播,德国护士反内卷的四大行为 第一不卷无私奉献 实习护士也要拿工资 每个月七八千块钱 没有因为是学习,其他,53,414,439,,17.31,5,0,9,,1.14,2.05,D,"P14,P17,P22",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAujQ6qppt2AAAAAstQy6ubaLX4KHWvLEZgBPEzadkGVV_NpyPzNPgMJoG3nnc6BDcVfjWRpe-fDxX,德国护士为了不内卷都做了什么，看看哪一点是你最讨厌卷的 #夜班护士 #德国护士 #护士懂护士 #护士 #护士工作,,涨粉:1
575,视频号官号,2025-10-14,,权益加班,快年底了护士长又在求,口播,快年底了 护士长又在求着我们 赶紧休假 我在德国心内科做护士 全职护士的法定工作时长 是每个周38.5-40个小时,B_数字冲击,40,308,411,,22.87,7,1,3,,1.7,0.73,D,"P4,P5,P11",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAP60jzaO5DAAAAAstQy6ubaLX4KHWvLEZgBPE2qdcSn5THp2PzNPgMJpxvwgMSKtLC38rtDu-eRQn,求着护士休假的领导，大家见过没？这不到了10月份，我们护士长又在求着我们赶快把假休完 #护士假期 #德国护士 #护士工作 #护士 #护士懂护士,,
576,视频号官号,2025-10-14,,休假病假,海狸未来学员95后大,口播,海狸未来学员 95后大专护士米粒复得 3个月了 分享心路历程 为什么选择了出国 我在国内工作的时候 感觉生活都没有盼头,B_数字冲击,71,562,1136,,25.0,14,6,27,,1.23,2.38,D,P11,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAwaktI90NTgAAAAstQy6ubaLX4KHWvLEZgBPEzqd0Kl88cp2PzNPgMJqAPwEtc2D-t7wGf7iieMp9,海狸未来的护士学员米粒，已经赴德三个月啦，“新手德护”谈谈自己的心路历程 #护士出国 #德国护士 #专科护士 #护士 #护士工作,,涨粉:5
577,视频号官号,2025-10-13,,夜班,我倒要看看护士上夜班,口播,我倒要看看 护士上夜班吃个芒果能咋地 我在这里切芒果 我同事已经去接新病人去了 但是这个新病人是我 在切芒果之前,其他,29,203,1731,,32.29,16,0,11,,0.92,0.64,D,,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAgQATdmvUDQAAAAstQy6ubaLX4KHWvLEZgBPEt6JMNTkadpKPzNPgMJoVB0MpJZjt7eMeWutHlhVF,谁说夜班不能吃芒果火龙果，我偏不信邪😏 #夜班护士 #德国护士 #护士懂护士 #打工人的精神状态 #护士,,涨粉:1
578,视频号官号,2025-10-12,,权益加班,外国护士是怎么看待中,口播,外国护士 是怎么看待中国护士的 毫不夸张的说 他们眼中的中国护士 就是世界上数一数二 不可多得的人,其他,39,307,921,,25.3,9,1,6,,0.98,0.65,D,"P5,P20",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAqyshPlZGlQAAAAstQy6ubaLX4KHWvLEZgBPEw6c0fTF5KpCPzNPgMJq9aTHbPxDodfmfcYnNovAb,来德国8年多，聊聊国外护士，是怎么看待咱们中国护士的 #中国护士 #德国护士 #护士懂护士 #护士 #护士工作,,
579,视频号官号,2025-10-11,,权益加班,德国版本的护士真的是,口播,德国版本的护士 真的是让我不断的长见识 文化壁文化腿随处可见 耳环项链也是可以戴的 护理部根本都不管这些,其他,36,279,720,,18.61,13,1,7,,1.81,0.97,D,"P4,P11,P12,P20",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAYAwSgFtsqAAAAAstQy6ubaLX4KHWvLEZgBPEsaJQJTchApGPzNPgMJqkehk3uqpA4tUQjMyGAruW,来德国前想都不敢想的事，全让德国护士实现了😥 #护士日常 #德国护士 #护士 #护士懂护士 #护士工作,,
580,视频号官号,2025-10-10,,权益加班,我在发达国家做护士工,口播,"我在发达国家做护士 工资底薪是3,800多欧 大概是3万多人民币 学历不高 国内全日制中专 加上函授大专 没想过学护士",B_数字冲击,51,366,1426,,19.02,26,2,33,,1.82,2.31,D,P22,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAVlwyBH59QwAAAAstQy6ubaLX4KHWvLEZgBPEw6cgM0U1aZaPzNPgMJoXEM80vKSnmpuHLTvZpKd-,中专学历的我，在发达国家做护士快9年，这样的生活大家觉得值得出国吗 #护士懂护士 #德国护士 #护士 #专科护士 #护士日常,,涨粉:3
581,视频号官号,2025-10-09,,夜班,99%的德国护士呀都,口播,99%的德国护士呀 都不排斥夜班 最大的一点原因就是 德国护士下了夜班 睡好大觉就行 不会被科室叫去开会 检查或者考试,其他,33,266,444,,22.07,6,0,10,,1.35,2.25,D,"P1,P7",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAu_sRu7kBHwAAAAstQy6ubaLX4KHWvLEZgBPE36dcbUFAU5ePzNPgMJofOrbWya_gLXqZPKTIO5tW,护士下班只管休息，不用开会、不担心接领导电话，这样的夜班，谁会不愿意上呢 #护士夜班 #德国护士 #护士 #护士懂护士 #护士日常,,
582,视频号官号,2025-10-08,,夜班,自从来到德国做护士我,口播,自从来到德国做护士 我才知道的5件事 第一实习护士也发工资 实习护士呀 不是免费劳动力 只要她去科室干活一天,其他,50,431,589,,23.56,8,0,18,,1.36,3.06,D,"P11,P13,P14,P19,P22,P27",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAADIAtAB3AtQAAAAstQy6ubaLX4KHWvLEZgBPEiqJgZl4mapWPzNPgMJob8S6Vgr0Vn9bFenhgTBpZ,来德国后才知道的几件事，看看哪个最颠覆想象 #护士日常 #德国护士 #护士懂护士 #护士 #实习护士,,涨粉:2
583,视频号官号,2025-10-07,,休假病假,从18岁到28岁从国,口播,从18岁到28岁 从国内农村到欧洲工作 这条路我已经走了快10年 我15年 从湖南某中专护校毕业 那时候在老家,C_共情痛点,46,359,1556,,25.31,25,4,31,,1.61,1.99,D,"P22,P24",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAxycA3qszEQAAAAstQy6ubaLX4KHWvLEZgBPEwacMUy8rUYqPzNPgMJoD58SsTsiTIWXy3qOjdf6t,从18岁到28岁，普通家庭出身的农村娃，闯到德国快十个年头了 #护士懂护士 #德国护士 #护士日常 #护士 #护士工作,,涨粉:4
584,视频号官号,2025-10-06,,夜班,专职夜班,口播,"如果护士一个夜班2,000块 你还会讨厌上夜班吗 德国护士的夜班 有两个很大的特点 第一夜班不强制",其他,48,403,779,,21.05,14,2,15,,1.8,1.93,D,P3,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAApbUDAgMHmAAAAAstQy6ubaLX4KHWvLEZgBPEtaI4OwxLPIiPzNPgMJoMTS2VVxWZeifjUyafupKY,不想上夜班的护士，看看你会选择没有夜班的科室，还是选2000块的夜班呢 #护士夜班 #德国护士 #护士日常 #护士 #护士懂护士,,
585,视频号官号,2025-10-05,,夜班,我中专护士毕业在国内,口播,我中专护士毕业 在国内工作了不到一年 虽然时间不长 但是我却被护理部整怕了 体温检查做汇报搞评比 被查房,C_共情痛点,39,336,375,,21.28,4,0,3,,1.07,0.8,D,P22,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAvm4s2tS1jQAAAAstQy6ubaLX4KHWvLEZgBPEvaJESyBoEomPzNPgMJrQrCyhog85MYnbRWyO6hUa,国外的护理部，对护士来说是怎样的存在 #护理部 #德国护士 #护士日常 #护士 #护士懂护士,,
586,视频号官号,2025-10-04,,权益加班,德国官方出手让护士不,口播,"德国官方出手 让护士不断涨薪 我现在在德国做护士 每个月税后到手3,000欧左右 就这也是一点点涨起来的",其他,44,346,871,,23.42,15,0,15,,1.72,1.72,D,P15,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAkUYjQItKcgAAAAstQy6ubaLX4KHWvLEZgBPEwac4K0xNeo6PzNPgMJoieR9Qg26DCKKiqlq-9oed,官方出手了！每年都给护士涨薪！#德国护士 #护士懂护士 #护士工资 #护士 #护士日常,,涨粉:1
587,视频号官号,2025-10-03,,护士证路径,我靠中国护士证在德国,口播,我靠 中国护士证在德国逆袭了 谁再说护士证是丫鬟证 我第一个不同意 我在德国医院心内科做护士 来德国最大的动力,C_共情痛点,37,295,498,,18.44,9,0,8,,1.81,1.61,D,"P22,P25,P27",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAkiYF8i71cQAAAAstQy6ubaLX4KHWvLEZgBPE26cEZQ8lKYyPzNPgMJpNuo3CUooe5BdpRgshi5di,护士证不是丫鬟证，我全凭一张护士证逆袭 #专科护士 #德国护士 #护士日常 #护士 #护士懂护士,,
588,视频号官号,2025-10-02,,权益加班,护士长通知召开全体大,口播,护士长通知召开全体大会 让上班的护士必须参加 强制参加 没想到 会上第一个被点名的就是我 护士长直接下令 要我多休年假,A_反常识,39,309,1143,,25.2,16,1,13,,1.4,1.14,D,"P2,P11",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAOq4PlcwAwQAAAAstQy6ubaLX4KHWvLEZgBPE3adkdwhlD42PzNPgMJoMwIUys3VfOdp3bC984413,从来不开会的德国护士，难得组织一次开会竟然是为了... #护士假期 #德国护士 #护士 #护士日常 #护士懂护士,,涨粉:1
589,视频号官号,2025-10-01,,夜班,我在国内中专护理毕业,口播,我在国内中专护理毕业 用中专学历闯进了德国医院 自从来了德国 我才慢慢体验到 护士真正该有的尊严和底 现我在德国都塞,C_共情痛点,44,346,319,,15.05,3,1,2,,0.94,0.63,D,"P1,P11,P22",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAtUAzsmP41gAAAAstQy6ubaLX4KHWvLEZgBPEiaJAGFEkaIKPzNPgMJo4OfnNSs35IaqawMn7soWu,中专学历闯进德国医院，是种什么样的体验 #专科护士 #德国护士 #护士 #护士懂护士 #护士日常,,
590,视频号官号,2025-09-30,,休假病假,德国护士的就业率能高,口播,德国护士的就业率能高达99% 只要你有护士证 医院随你挑 我在普通心内科做护士15年 国内中专护理专业毕业,C_共情痛点,48,378,440,,20.68,10,0,10,,2.27,2.27,D,"P4,P19,P20,P22,P23,P25,P28",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAA0Zwv2AsWYQAAAAstQy6ubaLX4KHWvLEZgBPE26ccPxB0X4OPzNPgMJrFC9igeS_yUv0FmMRQgy8O,有了一本护士证，就业率真的很高 #护士工作 #德国护士 #护士 #护士懂护士 #护士日常,,涨粉:4
591,视频号官号,2025-09-29,,护士证路径,普通家庭的孩子出国工,口播,普通家庭的孩子 出国工作到底 能改变阶级吗 我出生在湖南 四线城市的小村里 算是个典型的山村小孩 今在德国工作快8年了,其他,52,417,1035,,26.86,14,4,34,,1.35,3.29,D,"P22,P23,P24",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAA8XAs8PPwOAAAAAstQy6ubaLX4KHWvLEZgBPE9qd8EStuBYGPzNPgMJrgulr5S5Z0cMYG68n0OcRN,普通家庭的小孩，又是中专护理学历，出国会改变阶级吗？#护士出国 #护士懂护士 #德国护士 #护士 #专科护士,,涨粉:3
592,视频号官号,2025-09-28,,权益加班,为了让护士好好打工多,口播,为了让护士好好打工 多干活 德国医院真的是煞费苦心啊 第一点 就是超长年假必须休完 每年除了法定节假日 和自己的轮休,其他,62,419,561,,18.89,10,0,10,,1.78,1.78,D,P1,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAuRsDWcazZwAAAAstQy6ubaLX4KHWvLEZgBPEyadsMSpNZYaPzNPgMJqmFAe7mEpOwhaknnxZnamz,让护士踏实搬砖多干活，医院都做了哪些操作 #德国护士 #护士懂护士 #护士 #护士日常 #德国医院,,
593,视频号官号,2025-09-27,,夜班,护士不是青春饭经验丰,口播,护士不是青春饭 经验丰富 技术过硬才是咱最大的底气 我在德国做护士8年多了 见过很多新手护士 小到20刚出头,其他,54,395,315,,19.05,4,1,9,,1.27,2.86,D,"P23,P27",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAvncUgvIfOQAAAAstQy6ubaLX4KHWvLEZgBPEsaJoPmEGfIePzNPgMJqtPAgd_NClVLgNC6fXb3cJ,护士不该是青春饭，经验和技术永远是咱最大的底气 #护士懂护士 #德国护士 #护士日常 #护士 #护士工作,,涨粉:1
594,视频号官号,2025-09-26,,工资收入,小费,口播,哈哈今天 又到我们发小费的日子啦 拆个盲盒看看有多少 100欧和快800 毛爷爷刚开始到德国的时候 扶病人上厕所,B_数字冲击,22,186,607,,32.29,4,0,7,,0.66,1.15,D,,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAzDwaOik0rAAAAAstQy6ubaLX4KHWvLEZgBPEyacQDkNzIYWPzNPgMJreW2pAqVXdvYIAkCIqfP2l,护士日常“瓜分小费”，每两三个月分到一小笔钱钱，感觉还是很好的😁 #小费 #德国护士 #护士日常 #护士工资 #护士懂护士,,
595,视频号官号,2025-09-25,,权益加班,催着护士下班,口播,护士长怕违法，每天催着护士下班，大家见过吗？#德国护士 #护士工作 #护士日常 #护士懂护士 #护士,A_反常识,39,,489,,18.4,8,0,6,,1.64,1.23,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAA9FElio6E4wAAAAstQy6ubaLX4KHWvLEZgBPEsaIkWk8tObqPzNPgMJrVXwV7DvLk-lpuSqsP_aB2,护士长怕违法，每天催着护士下班，大家见过吗？#德国护士 #护士工作 #护士日常 #护士懂护士 #护士,,涨粉:2
596,视频号官号,2025-09-23,,互换比管理,00后整顿职场护士整,口播,00后整顿职场护士 整顿护士长 护士把医院投诉了 我在德国做护士 遇到过护士反手投诉护士 长护理部的情况,D_冲突事件,46,328,523,,27.72,9,0,11,,1.72,2.1,D,,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAeuUI78bJaQAAAAstQy6ubaLX4KHWvLEZgBPEvqIsDl8tGLiPzNPgMJrMDhvwHuSWNPLY3U8l_3Nb,护士整顿护士长，直接告到护理部，猜猜护理部会向着谁😏 #德国护士 #护士长 #护士懂护士 #护士 #护士日常,,涨粉:1
597,视频号官号,2025-09-22,,中德差异,发达国家的医院对护士,口播,发达国家的医院 对护士能有多体贴 为了不让咱护士来回折腾 把锐器盒一次性手套 充管敷料 这些常用的耗材 都放在病房里,其他,59,449,879,,22.61,22,3,13,,2.5,1.48,D,P26,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAA95cCH6HG4QAAAAstQy6ubaLX4KHWvLEZgBPEiaIUNkhFcrmPzNPgMJoLQT8Cs_3ycQv7E1S7ca-e,欧洲发达国家的医院这样对待护士，大家觉得算不算体贴？ #德国护士 #护士 #护士日常 #护士懂护士 #德国医院,,涨粉:2
598,视频号官号,2025-09-21,,夜班,28岁女护士在德国做,口播,28岁女护士 在德国做护士的第8年 为什么不回国 很多人问我这个问题 我想答案应该是 有多少中专学历的护士,C_共情痛点,44,335,1138,,25.57,20,2,34,,1.76,2.99,D,"P4,P22,P23",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAARGUaukLvDAAAAAstQy6ubaLX4KHWvLEZgBPEiaIUeE4SN7-PzNPgMJo90PJVgz5VJKjl6_O43rQP,28岁女护士，出国后为什么不回国发展，我想我已经有了答案 #德国护士 #专科护士 #护士 #护士懂护士 #护士日常,,涨粉:1
599,视频号官号,2025-09-20,,权益加班,来了德国才知道关于护,口播,来了德国 才知道关于护士的事 我在德国第五大城市杜塞尔 从现在这家医院 工作6年多了 八九年前 在国内一家医院,其他,53,429,509,,27.31,5,0,16,,0.98,3.14,D,"P3,P7,P20,P28",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAI2kwjeUl5AAAAAstQy6ubaLX4KHWvLEZgBPEsqJILyBeEryPzNPgMJpHHBqlcOwstJsdEuVcxflV,关于“护士的这些事”，是我出国后才知道的 #德国护士 #护士日常 #护士 #护士懂护士 #护士工作,,
600,视频号官号,2025-09-19,,夜班,中专护理毕业在德国做,口播,中专护理毕业 在德国做护士8年多 不是靠家里 不是拼关系 而是靠一个 很多人都不了解的办法 用国内护士证换德国护士证,C_共情痛点,35,276,466,,28.76,8,0,18,,1.72,3.86,D,"P1,P20,P22,P23,P28",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAMZEgaDPyJQAAAAstQy6ubaLX4KHWvLEZgBPEtaIQZjg7cb2PzNPgMJq_6gUR9QbYZC91rsJnFtqV,不拼关系、不靠家里，我通过换德国护士证来德国8年了 #专科护士 #德国护士 #护士 #护士懂护士 #护士日常,,
601,视频号官号,2025-09-19,,夜班,护士长给我连排了一个,口播,护士长给我 连排了一个星期的大夜班 一个夜班上10个小时 连上7天没有休息 不过我不但没有生气 反而我还很感谢他,其他,44,345,2424,,29.31,41,2,28,,1.69,1.16,D,"P1,P7,P9",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAyEwsjnDa7wAAAAstQy6ubaLX4KHWvLEZgBPEs6JobRRlNbKPzNPgMJr_ToBUkNksd6esjc5cjIr_,护士长让我连上一周大夜班，大家碰到这情况会咋办 #护士夜班 #德国护士 #护士懂护士 #护士,,涨粉:1
602,视频号官号,2025-09-18,,夜班,护理部的规定能有多奇,口播,护理部的规定能有多奇葩 我在普通的心内科 28张病床 所以就算住满了 也就28个病人 德国的液体很少 病人的检查和治疗,其他,35,271,1042,,30.13,13,1,6,,1.25,0.58,D,"P1,P3,P7,P9,P24",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAWJovsI0wvwAAAAstQy6ubaLX4KHWvLEZgBPExadALBgbObOPzNPgMJpRKqib7dsNVMMDC_TujGRQ,医院护理部对护士的规定，能有多“奇葩”，这是我来德国前万万想不到的 #护理部 #德国护士 #护士日常 #护士 #护士懂护士,,
603,视频号官号,2025-09-16,,权益加班,今天上早班从早上的6,口播,今天上早班 从早上的6点上到下午的14点 早上6点过去交班的时候 和夜班有半个小时的重合 时间是专门留给,其他,42,324,517,,29.59,8,0,4,,1.55,0.77,D,P4,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAbyopv03CGQAAAAstQy6ubaLX4KHWvLEZgBPEzKcQAitiHrGPzNPgMJoGuH0obhJc33WMLgWZl199,让德国护士加一点班也不行，超出上班时长，必须补休要么补米 #德国护士 #护士日常 #护士 #护士懂护士 #护士工作,,涨粉:1
604,视频号官号,2025-09-16,,护士证路径,越来越多的中国护士入,口播,越来越多的中国护士 入职德国医院 当伙伴们带着梦想踏上德国 也许还有些忐忑 但从来都不是一个人 9月 我们海狸已经抵达,其他,31,255,692,,24.28,8,0,18,,1.16,2.6,D,,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAgAY3m95NwwAAAAstQy6ubaLX4KHWvLEZgBPEzKcwO1F4ULGPzNPgMJrt2M9u8J3YIvh4YQyNqSv4,越来越多咱中国护士学员，通过海狸未来入职德国医院，但你们从来不是孤军奋战， 我们一起携手，从海狸未来走向世界！ #德国护士 #护士 #护士工作 #德国医院 #海狸未来,,涨粉:2
605,视频号官号,2025-09-15,,权益加班,我在德国做护士每年有,口播,"我在德国做护士 每年有30天带薪年假 每月到手3,000欧 和2万多人民币 最奇葩的是 病假是带薪的 而且每种疾病",B_数字冲击,43,330,701,,22.68,10,0,8,,1.43,1.14,D,P11,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAtlUrX_GkZwAAAAstQy6ubaLX4KHWvLEZgBPE9Kd8DgE0eLaPzNPgMJrx8L_M8QcUHiDGtl96vpgt,这样的护士工作，大家觉得能算什么水平呢？#护士日常 #德国护士 #护士 #护士懂护士 #护士工作,,涨粉:1
606,视频号官号,2025-09-14,,权益加班,护士不用被叫班不用英,口播,护士不用被叫班 不用英文叫班 不用床旁交接 不用交接物品 这样的叫班方式 居然是真实存在的 我在德国心内科做护士,A_反常识,40,325,523,,25.24,9,0,9,,1.72,1.72,D,"P3,P6,P7",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAA57UGzovQ9AAAAAstQy6ubaLX4KHWvLEZgBPE8KcwBk93P7SPzNPgMJrTxTvzC2dUE9PB8eIGerxD,普通科护士是这样交班的 #交接班 #护士 #德国护士 #护士懂护士 #护士日常,,涨粉:1
607,视频号官号,2025-09-13,,休假病假,我德国护士长疯狂抢中,口播,我德国护士长 疯狂抢中国护士 因为我们医院太缺护士了 不止我们医院缺护士 99%的德国医院都很缺护士 德国老龄化严重,其他,45,336,1005,,22.69,6,4,20,,0.6,1.99,D,"P11,P21",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAipAYSyq3MgAAAAstQy6ubaLX4KHWvLEZgBPEuqI8cHcfaLWPzNPgMJqRQAwKXVGbPRoIlAezOQnG,因为医院缺人，我德国护士长一直在抢咱中国护士 #德国护士 #护士长 #护士日常 #护士 #护士懂护士,,
608,视频号官号,2025-09-11,,护士证路径,中国护士证在德国能有,口播,中国护士证 在德国能有多大的潜力 护士证会被当成丫鬟证吗 我在德国做护士有8年多了 考下德语 用中国护士证,C_共情痛点,46,362,778,,25.84,18,2,22,,2.31,2.83,D,"P20,P22,P23,P28",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAADbA3xU_29AAAAAstQy6ubaLX4KHWvLEZgBPE8KdAIxIQSauPzNPgMJoSKR1md6k2iWzGzBdaOO8L,有了中国护士证，咱就是最大的潜力股！#护士证 #德国护士 #护士 #护士日常 #护士懂护士,,涨粉:1
609,视频号官号,2025-09-10,,护士证路径,来德国做护士8年了很,口播,来德国做护士8年了 很多人问我米亚 你怎么不回国发展 说实话不是我不想回 而是回不去了 我17岁中专毕业,C_共情痛点,37,298,1563,,27.26,20,1,30,,1.28,1.92,D,"P4,P22,P23,P24",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAX8YhvidapwAAAAstQy6ubaLX4KHWvLEZgBPExKdkIBZka6mPzNPgMJoonIpLvucWbqh3rc98HZz8,所以出国的意义是什么，是只要你愿意出发，这一生就还有无数种可能 #专科护士 #德国护士 #护士懂护士 #护士 #护士出国,,涨粉:4
610,视频号官号,2025-09-09,,休假病假,德国邮政护士月入2.,口播,德国邮政护士月入2.5万起 还有30天带薪年假 那为什么德国人却不干呢 我在德国心内科做护士,B_数字冲击,45,337,1104,,26.88,15,0,15,,1.36,1.36,D,P11,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAxu8atAMkCAAAAAstQy6ubaLX4KHWvLEZgBPExac0fD8BfK6PzNPgMJp56iddsVAuPlYshmDNSqZz,护士这个金饭碗，为什么在德国人眼里却是“可有可无”的工作 #护士工作 #德国护士 #护士懂护士 #护士 #护士日常,,涨粉:13
611,视频号官号,2025-09-09,,权益加班,家人们你敢信吗在德国,口播,家人们你敢信吗 在德国做护士 一不小心就可能违法了 我在德国心内科做护士 病房一共28张病床 只要病人超过20个夜班,A_反常识,51,400,1006,,22.56,16,4,21,,1.59,2.09,D,"P1,P9,P11,P12",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAcAoAQqsUGQAAAAstQy6ubaLX4KHWvLEZgBPEuKJIAFdwU66PzNPgMJpfkVc_1CCsc2Rq74w24I2c,视频最后分享到“从没见过顶着大肚子上班的护士”，也是我在德村做护士8里最感动的一个规定 #德国护士 #护士 #护士懂护士 #护士日常 #德国医院,,
612,视频号官号,2025-09-07,,夜班,护士夜班按摩拔罐下厨,口播,护士夜班按摩拔罐下厨做饭 你见过不 我们科同事 直接把按摩床都搬来了 病区有28张病床 因为今天是周末节假日,其他,48,377,1073,,27.4,9,0,6,,0.84,0.56,D,"P1,P7",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAbKECDDh2ZgAAAAstQy6ubaLX4KHWvLEZgBPEtaJEJSxCba2PzNPgMJq2Cbc5VR0_44NGH_EU4T4u,护士夜班，拔管按摩又做饭，大家见过不？#护士夜班 #德国护士 #护士 #护士懂护士 #护士日常,,
613,视频号官号,2025-09-06,,工资收入,工资,口播,"护士工资到账23,500块 我是中专护士 在德国已经工作了8年多 17年我刚到德国 当时 护士的工资是2,400欧出头",B_数字冲击,39,274,1315,,26.39,13,0,29,,0.99,2.21,D,"P17,P19,P20,P21,P22,P23,P28",FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAATyAkDflFQwAAAAstQy6ubaLX4KHWvLEZgBPE96dQDUwjSqKPzNPgMJrWFJWmd5Jqw9h_utxlbIH1,谁说专科护士就能赚点小米了💰 #护士工资 #德国护士 #护士 #护士懂护士 #专科护士,,涨粉:3
