video_id,account,publish_date,topic_category,topic_angle,hook_text,script_text
570,视频号官号,2025-10-20,工资收入,小费,一个月没有来科室上班 今天来科室上班的第一天 咚咚咚咚 又收到我们小费的一个 分发了 一起猜猜看会有多少吧,"一个月没有来科室上班
今天来科室上班的第一天
咚咚咚咚
又收到我们小费的一个
分发了
一起猜猜看会有多少吧
之前不是说过
我们科
两三个月会分一次小费吗
啊一个月没来上班
又拿的小费呢
看一下有多少啊
跟大家分享一下
50一百一百三十五
差不多就是1,100多
毛爷爷
基本上我们全职的人
每次分的话就是130-160之间
怎么说呢
不要白不要嘛
买一袋小野生肉呀
135欧够我
差不多就是
三个星期的一个生活费了
卡收好"
571,视频号官号,2025-10-20,权益加班,我在德国医院心内科做,我在德国医院心内科做护士 我们科固定护士是21个 一个护士助理 一个科室助理 另外还有一个科室秘书 下病床是违反规定的,"我在德国医院心内科做护士
我们科固定护士是21个
一个护士助理
一个科室助理
另外还有一个科室秘书
下病床是违反规定的
让护士负责
超出规定的病人数量
都是违法的
相当于呀
25个人一同协作
最多负责28个病人
当然每个月
还有学生会来我们科室轮转
这个我就不算了
大家的岗位划分也很清楚
护士助理是辅助护士的
一般像基础的生命体征测量
都会由护士助理去做
科室秘书
主要负责的是病人的出入院
登记病人以前的检查报告
和用药清单
打针输血都是医生的活
护士跟医生
也没有谁比谁高一等
3分治疗
7分护理
互相协作
科室的厨房帮工
周一到周五
病人的一日三餐
都是由他发放
病人入院之后
我们告诉他
哪个病床有新病人
他就会去找病人
问他接下来几天想要吃什么
像病人出院之后
床和床头柜需要周末消毒
以及铺病床
这些都是由保洁大姐做的
我们科还有一个科室助理
他是周一到周五
早上7点上到中午的12点
他的工作主要是打针抽血
写心电图等
辅助护士
完成科室的日常治疗
如果病人需要去做手术
做检查整个医院
有好几个
专门接送病人
手术和检查的同事
我们只需要在电脑上登记
所以护士的工作相对来说
好做很多
只需要做好
病人日常的护理工作
也没有考试检查业务评比
职业晋升这些压力
这样的德国护士工作
你觉得怎么样呢"
572,视频号官号,2025-10-17,权益加班,护士上一周夜班就能月,护士 上一周夜班就能月入过万 这是真的 我在德国普通心内科 即使是我们普通科的小护士 一个夜班的底薪加补助,"护士
上一周夜班就能月入过万
这是真的
我在德国普通心内科
即使是我们普通科的小护士
一个夜班的底薪加补助
也能有个一两千的
一周的夜班算下来
妥妥有一万多了
我们科室有28张病床
也就意味着
最多最多只能收28个病人
加床
多收病人的操作是违法的
因为病床超过了20张
所以夜班
必须至少安排两个护士
一起上
不用每小时巡视一次
我们10个小时的夜班
除了极特殊的情况
最多巡视三趟
夜班不会太忙
基本是坐着就把米赚了
我们科
有3个专门上夜班的护士
只有在她们生病休假了
我们才能抢到几个夜班
上着班
没有护理部和护士长的夜
查房不用时刻紧绷着神经
下了班不用应付开会考试
不加班更不会延误下班
这样的护士夜班
谁能不想多抢几个上来"
573,视频号官号,2025-10-16,夜班,德国人的脑回路啊真的,德国人的脑回路啊 真的是特别的新奇 应聘护士 比招聘的医院还要牛 你敢信吗 我在德国医院心内科做护士 我们科刚入职了,"德国人的脑回路啊
真的是特别的新奇
应聘护士
比招聘的医院还要牛
你敢信吗
我在德国医院心内科做护士
我们科刚入职了
一位63岁的老护士
来上班之前
他给医院提出了三点要求
对你没有听错
是他给医院提
而不是医给他
提第一不上夜班
年纪太大
不想熬夜了
第二
是每个星期星期四必须休息
因为他要帮他女儿照顾孩子
第三
就是不想去太繁忙的科室
他觉得年纪大了
精力跟不上了
姐妹们是不是很伤心
认知其实
这种情况在德国并不少见
我们科
目前有3个生完孩子的同事
他们回来上班之后
三个人都只上早班
不上晚班跟夜班
其中有两个同事还只是半职
每个月来医院8-10天
这也是德国护士的现状
基本上成家了
有小孩的护士都会变成半职
这也就是为什么
德国很缺护士
另外
即使快退休的大龄护士
依旧也很抢手
妥妥的香饽饽"
574,视频号官号,2025-10-15,权益加班,德国护士反内卷的四大,德国护士反内卷的四大行为 第一不卷无私奉献 实习护士也要拿工资 每个月七八千块钱 没有因为是学习,"德国护士反内卷的四大行为
第一不卷无私奉献
实习护士也要拿工资
每个月七八千块钱
没有因为是学习
没有证书不给工资的说法
护士更不加无偿的班
可以说几乎不加班
交接班都是算工时的
我们连换工作服的时间
都是算工资的
第二不卷夜班
爱谁上谁上
如果不想熬夜
你可以申请不上夜班
不用担心
护士长对自己有偏见
或者是穿小鞋
上什么班
上不上夜班
那都是护士的权利
甚至你在求职的时候
就可以提前说
我入职后不上夜班
第三不卷学历
中专大专护士
工资起步都能拿到2万多
我是国内中专护理毕业
在德国起薪现在是3,800多欧
和3万多人民币一样
能进
类似国内三甲级别的医院
当然哈
德国医院没有三甲二甲之分
只要有护士证
是我挑工作
而不是工作挑我
特别不赞同因为学历低
就被一棒子打死的
第四不卷人情世故关系资源
上下级关系扁平化
同事之间相处也很简单
不用刻意的去巴结领导
更不用小心翼翼的
跟同事相处
大家之间也没有利益往来
德国护士的工资
是政府说了算
按照工龄进修科室等自动涨
更没有绩效的说法
即使科室一个月没有病人
护士的工资也是照常发"
575,视频号官号,2025-10-14,权益加班,快年底了护士长又在求,快年底了 护士长又在求着我们 赶紧休假 我在德国心内科做护士 全职护士的法定工作时长 是每个周38.5-40个小时,"快年底了
护士长又在求着我们
赶紧休假
我在德国心内科做护士
全职护士的法定工作时长
是每个周38.5-40个小时
我们医院是
每个周工作时间38.5个小时
具体时长月底结算
超出时间就
必须休多一分钟都不行
如果
遇到无法避免的加班情况
我们医院的规定是
6个周内给加班护士补休
或者是补钱
超过6周还没有作为
那医院可就得挨罚了
就连我们的年假
也是被催着休
我不想休假的时候
护士长非逼着我休
说什么你这假再不休
一年就要过去了
我们每年30天的带薪年假
如果到了月底
还剩很多天没有休完的话
护士长
绝对是最着急的那个人
今年的年假
必须今年给全部休完
如果所有人都堆到年底才休
那根本排不过来班呀
护士长可就得头痛呢
护士长为了给医院减少麻烦
也给自己减少麻烦
不得不上赶着
求我们赶紧休假了
想做工作根本不可能"
576,视频号官号,2025-10-14,休假病假,海狸未来学员95后大,海狸未来学员 95后大专护士米粒复得 3个月了 分享心路历程 为什么选择了出国 我在国内工作的时候 感觉生活都没有盼头,"海狸未来学员
95后大专护士米粒复得
3个月了
分享心路历程
为什么选择了出国
我在国内工作的时候
感觉生活都没有盼头
我白天累成狗
下班还有各种考试考核
每天就是家医院两点一线
即使休息
我也只想躺在家里面睡大觉
这哪是生活呀
这只能说是生存
机缘巧合之下
知道了德国非常之缺护士
薪资
福利待遇各方面都很不错
每年还有30天的年假
咱们就是说狠狠心动了
什么时候到的德国
我是今年7月份刚到的德国
到现在还不到三个月呢
医院的话
是全德排名前三的
私立医疗集团
你觉得德语难吗
语言就是用来沟通的
你只要敢于张口
敢于表达
再加上身体语言
能够让别人明白你的意思
就行了说实话
我也是到德国之后
我的德语才有质的进步的
因为
我每天不得不逼着自己
用德语沟通
交流
德国跟你期待的一样吗
倒也没有
带着很高的期许过来
不过从一开始
的确就收到了非常
非常多的善意
像我刚来的时候
德语还非常烂嘛
去超市啊或者坐车
我满脸都写着迷茫
我不知道我应该怎么操作
总会有好心人
非常热心肠的人
主动过来帮助你
入职德国医院后感觉怎么样
感觉还是非常好的
下班就下班了
没有人在追着你问
患者的事情
时间完完全全属于你自己
还有一点就是
他们真的好喜欢请病假哦
而且请的非常临时
我现在只要连上5天班
或者6天班
感觉不是很想上了
我就会请一天假
最后
有什么想对大家说的吗
想要对决定去德国做护士
或者还有些担忧的小伙伴们
说不要后悔
坚定的走选择的这条路
然后把当下的选择
变成最好的选择"
577,视频号官号,2025-10-13,夜班,我倒要看看护士上夜班,我倒要看看 护士上夜班吃个芒果能咋地 我在这里切芒果 我同事已经去接新病人去了 但是这个新病人是我 在切芒果之前,"我倒要看看
护士上夜班吃个芒果能咋地
我在这里切芒果
我同事已经去接新病人去了
但是这个新病人是我
在切芒果之前
就已经打电话通知了
要来我们科室的哈
看一下德国上夜班有没有
国内的那个邪说
就是上夜班不能吃芒果
旺仔这种的
我看我今天这个夜班
会收多少个病人哈
a few moments later
现在凌晨3点钟了
就坐等下班了
今天
我们照样是两个人上夜班
然后今天的病人不到20个
呃晚上刚接完班的时候
就是收了一个病人
然后现在的话
没什么事情就坐着玩手机吧
这
才是德国护士上夜班的常态"
578,视频号官号,2025-10-12,权益加班,外国护士是怎么看待中,外国护士 是怎么看待中国护士的 毫不夸张的说 他们眼中的中国护士 就是世界上数一数二 不可多得的人,"外国护士
是怎么看待中国护士的
毫不夸张的说
他们眼中的中国护士
就是世界上数一数二
不可多得的人
才用我德国同事的话说就是
你们不仅专业技术过硬
光靠摸血管就能一针见血
还个个都长得漂亮
会写文章
能歌善舞
但是好像很少听到你说
中国护士们脱下护士服
好好休息
热爱生活的时候呀
你们下了夜班还要培训考试
不断的晋升
一直保持着紧张状态
这样追求太高
会不会生活的很累呀
也难怪他们
佩服咱们中国护士的同时
还带点心痛
因为我现在所在的医院
护士是不用扎针抽血
也不用考试考核
加班有加班补助
一般有替班补助
就这待遇
我德国护士都看不上
更别提996连轴转了
他们认为
下班后首要的大事
就是好好的陪家人孩子
一起休假旅游
可能环境改变心态
来了德国之后
我也慢慢放松下来
学着体验慢节奏的生活"
579,视频号官号,2025-10-11,权益加班,德国版本的护士真的是,德国版本的护士 真的是让我不断的长见识 文化壁文化腿随处可见 耳环项链也是可以戴的 护理部根本都不管这些,"德国版本的护士
真的是让我不断的长见识
文化壁文化腿随处可见
耳环项链也是可以戴的
护理部根本都不管这些
我在心内科不用盘头
戴护士帽
所谓的护士鞋
就是我们的洞洞鞋
帆布鞋和运动鞋
我每周工作38.5个小时
每天不超过7.7个小时
排班全凭护士自愿
没有加班加床的情况
当科室出现
护士
超过自己要负责的患者
数量时医院会找兼职护士
或者是直接锁病床护士
不能超负荷
更不能超时工作
所做的每项工作
都会有相应的报酬
下班没有开会
不用考试
工作和生活分得很开
完全不会有多余的学习
和考试
占用咱们个人的时间
除了有固定的双休
法定假日
和30天的带薪年假以外
还有每生一种病
都可以休6周的带薪病假
是不是又给想偷懒的护士们
多提供了一条思路"
580,视频号官号,2025-10-10,权益加班,我在发达国家做护士工,"我在发达国家做护士 工资底薪是3,800多欧 大概是3万多人民币 学历不高 国内全日制中专 加上函授大专 没想过学护士","我在发达国家做护士
工资底薪是3,800多欧
大概是3万多人民币
学历不高
国内全日制中专
加上函授大专
没想过学护士
还能让我过上有钱
有闲的生活
从到德国入职的第一天起
即使我没有护士证
也一样拿工资
我现在的科室
最多住28个病人
但科室固定护士就有21个
现在
每年有一个月的带薪年假
另外还有带薪病假
除了病假和年假
平均每周是休两天
一年下来差不多上6个月
休6个月
看病免费
上学免费
不只是自己免费
爱人子女也能免费
不花钱不加班考试
没有检查
更没有职称评比
以及病人和家属的刁难
因为在德国
护士的地位
并没有那么的低下
如果病人不接受检查
或者是服药
那是病人自己的选择
我们尊重病人的选择
做好记录就行
另外如果病人无理取闹
刻意刁难我们
我们可以向上级领导反映
视情况医院有权利
强制安排这个病人出院
言语辱骂或者打护士
更是零容忍
严重的话会去踩踩缝纫机的
我也是来了德国才知道
护士不卷学历不卷年龄
手里一样可
以握住铁饭碗"
581,视频号官号,2025-10-09,夜班,99%的德国护士呀都,99%的德国护士呀 都不排斥夜班 最大的一点原因就是 德国护士下了夜班 睡好大觉就行 不会被科室叫去开会 检查或者考试,"99%的德国护士呀
都不排斥夜班
最大的一点原因就是
德国护士下了夜班
睡好大觉就行
不会被科室叫去开会
检查或者考试
我在德国心内科
我们科室一共28张病床
夜班是两个有证的护士
10个小时的夜班
另外
还有200多额外的夜班补助
夜班的工作
会比白班要相对轻松
很多病人的检查和治疗
都安排在白天
晚上就主张让病人好好休息
在病人不安情的情况下
我们最多也就巡视3次病房
只有上过夜班的
才知道
什么才是真正的活少钱多
夜班自愿
护士想上就上
不想上
可以提前和护士长沟通
拒绝夜班
非强制的夜班和排班
大大减轻了护士的心理压力
直接两极反转
护士成了排班的主人
经常上完夜班之后
连休三五天
好好养精蓄锐
才能继续战斗"
582,视频号官号,2025-10-08,夜班,自从来到德国做护士我,自从来到德国做护士 我才知道的5件事 第一实习护士也发工资 实习护士呀 不是免费劳动力 只要她去科室干活一天,"自从来到德国做护士
我才知道的5件事
第一实习护士也发工资
实习护士呀
不是免费劳动力
只要她去科室干活一天
也会正常发工资
这个成人民币
每个月也有八九千块钱
第二
护士不看学历年龄身高长相
我学历中专
高不到1米6
然后年龄也证实是会生育
哈这要是在国内
我妥妥是一个
入职即怀孕的隐藏炸弹
但在德国依然很抢手
每月稳定到手2到3万
第三护士休假是隐私
在德国每年带薪年假有30天
另外还有带薪的病假
病假3天以内不需要假条
3天以上
只要去找家庭医生
补个假条就可以了
想怎么休怎么
休请病假的时候
可以不说具体得了什么病
病假条上也只是用代码代替
护士长和同事也不会问你
得了什么病
除非你自己愿意说
不然都是你的隐私
第四没有年龄焦虑
德国护士更像金饭碗
大多数的护士
拿的都是永久性的合同
大龄护士也很抢手
我们科去年就跳槽了
一个43岁的老护士
他入职的要求
除了不上夜班以外
还必须每个星期四
都要休息
就这样我们医院也要了他
第五中国护士来德国
可以直接换证
对的
只要你有国内的护士证
不用重新读书
用国内的护士证认证
德国护士证
和德国本土护士一样
享受同样的待遇
起薪24,000多"
583,视频号官号,2025-10-07,休假病假,从18岁到28岁从国,从18岁到28岁 从国内农村到欧洲工作 这条路我已经走了快10年 我15年 从湖南某中专护校毕业 那时候在老家,"从18岁到28岁
从国内农村到欧洲工作
这条路我已经走了快10年
我15年
从湖南某中专护校毕业
那时候在老家
很多人都觉得哎
女孩子长大了是要嫁人的
是属于别人家的人
不应该跑到那么远的地方去
幸运的是
我得到了家人的支持
我老妈说
只要跟学习相关的
砸锅卖铁都支持
于是 18岁的我学了德语
考下了护士证
通过了护士证护论
来到了德国
现在是我毕业的第10年
也是在德国的
快第9个年头了
我在一家医院的普通心内科
每个月到手缴3,000欧
大概两万四五千人民币
每年30个带薪年假
另外还有带薪的病假
没有换国籍
通过护士身份
拿到了德国的永居
从来到德国的第一天起
同样享受免费学习和医疗
如果以后结婚生子
爱人跟孩子也能享
受一样的待遇
这8年多
我旅行了多个国家和城市
在亚洲非洲
欧洲都留下了自己的足迹
虽然我是普通农村姑娘
但靠努力一样能改变命运
如今
从出国再到现在的生活稳定
我庆幸
自己没有走太多的弯路
也非常的感谢
当时勇敢的自己"
584,视频号官号,2025-10-06,夜班,专职夜班,"如果护士一个夜班2,000块 你还会讨厌上夜班吗 德国护士的夜班 有两个很大的特点 第一夜班不强制","如果护士一个夜班2,000块
你还会讨厌上夜班吗
德国护士的夜班
有两个很大的特点
第一夜班不强制
护士可以自愿申请不上
第二有很多专职夜班护士
他们只上夜班
护士
除了2,000块的夜班可以选
医院也有很多科室
可以不上夜班
今天带大家盘点一下
看看你会怎么选择
第一个检查室
手术室胃肠镜麻醉科
透析介入等等
这些科室
上班时间是早8点到下午4点
8小时工作制
完全没有夜班
不过
这些科室对于护士的语言
临床技能要求会比较高
没有经验的新手护士
很难挤进去
第二家庭医生口腔眼科
这些诊所
护士不仅不用上夜班
很多诊所
周三和周五只上半天班
相当于上四休三
缺点就是工资相对会少一些
如果可以接受的话
诊所护士真是值得选的
轻松工作
第三
有专职夜班护士的科室
像我在心内科
我们科有三个专职夜班护士
一般都被他们承包了
我们普通护士就很少上夜班
除非他们有事
人手调不开
我们顶一顶
我愿意上夜班
因为事少钱多
上满10个夜班
多一天年假不说
还有免税的夜班补助
所以
如果一个夜班能赚2,000块
大家是想上夜班
还是选择
没有夜班的科室工作嘞"
585,视频号官号,2025-10-05,夜班,我中专护士毕业在国内,我中专护士毕业 在国内工作了不到一年 虽然时间不长 但是我却被护理部整怕了 体温检查做汇报搞评比 被查房,"我中专护士毕业
在国内工作了不到一年
虽然时间不长
但是我却被护理部整怕了
体温检查做汇报搞评比
被查房
查到哪里不合适还扣钱
光听到护理部来了
心里啊就一阵发紧
后来我来到了德国才发现
原来护理部
还有另外一种打开方式
我们医院护理部
就两个光杆司令
正主任副主任
朝九晚五
平时根本见不到人
他们不负责检查
不打分不发通知
也不做考核
遇到真正的问题了
比如护士人手紧张
互换矛盾流程卡顿
才会联系护理部
因为他们的职责
是来帮护士解决问题
而不是制造麻烦
护士可以美甲染头发纹身
没有人管
护士站是工作台
不是站立台
谁都可以坐
夜班也没有人查房
没有人会要求你
每个小时巡视一次
病人睡得安稳
那就让他们好好休息
护士也可以喘口气
护士工作
本身就已经够辛苦了
如果护理部再不能
像个娘家人
反而天天压着检查考试
评比绩效
那这个行业
只会越来越没有人干"
586,视频号官号,2025-10-04,权益加班,德国官方出手让护士不,"德国官方出手 让护士不断涨薪 我现在在德国做护士 每个月税后到手3,000欧左右 就这也是一点点涨起来的","德国官方出手
让护士不断涨薪
我现在在德国做护士
每个月税后到手3,000欧左右
就这也是一点点涨起来的
8年前我刚来德国
当时护士的底薪才2,200多欧
到今年最低标准3,400多欧
明年26年 底薪会达到3,500多
快三个w毛爷爷了
在德国
医院工资是以医护为主
不管行政岗赚多少钱
医生护士的工资
一分都不能少
如果变相降薪
或者随意克扣护士的工资
先不说这一定是违法
医院要是这样操作
根本招不到护士
德国护士是觉得工资低了
少了付出
得不到同等的回报
二话不说就组织起来
要求涨薪
这也是为什么
德国护士
每年都在持续涨薪的原因
在同一家医院
护士工资都是透明的
按工龄和
级别发钱
一碗水端平
不管专科还是本科
只要有护士证
凭本事吃饭
都能享受同样的待遇
我个人觉得
护士是临床中最辛苦
更是不可或缺的角色
把护士的待遇提高了
才不会寒了护士的心
说的自私一点
毕竟同样作为护士牛马
谁最期望的不是多拿工资
多赚钱呢"
587,视频号官号,2025-10-03,护士证路径,我靠中国护士证在德国,我靠 中国护士证在德国逆袭了 谁再说护士证是丫鬟证 我第一个不同意 我在德国医院心内科做护士 来德国最大的动力,"我靠
中国护士证在德国逆袭了
谁再说护士证是丫鬟证
我第一个不同意
我在德国医院心内科做护士
来德国最大的动力
是因为中国护士证
可以认证德国护士证
我不用再重新读书
而且就算我只有中专学历
也能每月月过21,000
证在手人生换了轨道
上学看病就业全免费
失业金养老金全都有
和德国人是同等的待遇
更离谱的是
年龄学历
在德国
护理行业根本不是门槛
即使我只是国内的中专学历
但只要我想进大医院
照样可以进
另外年龄焦虑
不存在的
我们科室
去年还来了一个
63岁的老大爷
在德国没人关心你多大
漂不漂亮
哪怕你30岁十岁才转行
也没有人嫌弃你起步晚
只要你做事踏实
就能安心干到退休
不卷学历
不卷年龄
更不卷经验
在德国
护士证不再是被看不起的证
而是你挑工作
不是工作挑你的王牌证"
588,视频号官号,2025-10-02,权益加班,护士长通知召开全体大,护士长通知召开全体大会 让上班的护士必须参加 强制参加 没想到 会上第一个被点名的就是我 护士长直接下令 要我多休年假,"护士长通知召开全体大会
让上班的护士必须参加
强制参加
没想到
会上第一个被点名的就是我
护士长直接下令
要我多休年假
必须休够50天
原因是
我去年只休了7个星期
没有休完
德国护士有假不休完
第一个不高兴的就是护士长
她要惦记着给护士排休
不能超出工时
不然就是给她惹麻烦
这不就对我有意见了
上来就说
让我把年假再多排一周
德国护士
一年到头都开不了一次会
这一张罗开会
就是为了请假这种大事
在我们医院
护士上够10个夜班
可以换一天带薪年假
去年我上了70多个夜班
能换7天年假
不管新护士还是老
护士
大家享受的待遇都是一样的
每年带薪年假至少30天
新入职的护士工作还没半年
一下就能休个3个周
我们科21个固定护士
年假从30天到50天都有
夜班上的多
假期就多
正所谓能者多赚
我平时抢着上的夜班
也算发挥上价值了"
589,视频号官号,2025-10-01,夜班,我在国内中专护理毕业,我在国内中专护理毕业 用中专学历闯进了德国医院 自从来了德国 我才慢慢体验到 护士真正该有的尊严和底 现我在德国都塞,"我在国内中专护理毕业
用中专学历闯进了德国医院
自从来了德国
我才慢慢体验到
护士真正该有的尊严和底
现我在德国都塞
一家医院的心内科
28张床位
科室只要超过20张病床
夜班就必须配两名正式护
士另外生孩子
除了8个星期的产假以外
还有长达两年的育儿假
孩子的父母
至少必须休一年的育儿假
这不是请假
是规定在休育儿假期间
可以每个月拿到67%的工资
年假是每年固定30天带薪
我们科室每上满10个夜班
还能多拿一天假
生病了
一种病最多休6个星期
换个病还能再休6个星
另外3天以内的病假
不需要假条
所以有的不靠谱的同事
靠着这个请假漏洞
时不时请一两天假
没有护士长查岗
没有护理部临检
没有PPT评比
更没有鱼骨图
想美甲就美甲
想纹身就纹身
可以染五颜六色的头发
不会因为你不像护士
而针对你
很多人以为我有什么背景
才进的这样的科室
我就是个普通农村娃
是这里从来不看关系
只看你有没有证
愿不愿意干"
590,视频号官号,2025-09-30,休假病假,德国护士的就业率能高,德国护士的就业率能高达99% 只要你有护士证 医院随你挑 我在普通心内科做护士15年 国内中专护理专业毕业,"德国护士的就业率能高达99%
只要你有护士证
医院随你挑
我在普通心内科做护士15年
国内中专护理专业毕业
毕业后就去学习了德语
认证了德国护士证
来到了德国做护士
说实话以我的学历
在国内毕业后
很难进到好的医院
在那里的岗位就那么多
但竞争的人却是几百倍
之所以选择来德国
也是因为这里不要求高学历
不要求好成绩
更没有身高长相的要求
医院也没有三甲二甲之分
大小医院的工资也都差不多
进了医院大家岗位都一样
我现在在一家专科医院
每月到手能有2万多
工作
合同是每个星期38.5个小时
平均每天7.7个小时
每年
有30个工作日的带薪年假
德国的护士
90%都是三年职业培训出来的
所以德国医院一开始招聘
就没有学历要求
成为护士后
没有考试不检查不评比
给医院签的是永久性合同
只要自己不辞职
没有犯大错误
就不用担心没有工作
很多职场老油条
三天两头的请病假
医院不敢不让休
护士人手倒不开
也让大部分医院
都拼命的招护士
所以说在德国
不是医院在选护士
而是护士去挑医院"
591,视频号官号,2025-09-29,护士证路径,普通家庭的孩子出国工,普通家庭的孩子 出国工作到底 能改变阶级吗 我出生在湖南 四线城市的小村里 算是个典型的山村小孩 今在德国工作快8年了,"普通家庭的孩子
出国工作到底
能改变阶级吗
我出生在湖南
四线城市的小村里
算是个典型的山村小孩
今在德国工作快8年了
这个问题
我想
我应该还是有资格来回答的
我们家有4个小孩
我排行老二
我妈妈也没有什么文化
就是一个普通的打工族
挣不了几个钱
我觉得
我的家庭已经算普通了
甚至可以说有点糟糕
在老家的传统观念里
女孩子长大就是要嫁人的
没有必要在女孩子身上
投入太多的钱和资源
基本上初中毕业
就出去打工了
这些年里
我们村
就只有我一个人出国了
如果问我
普通家庭
出国工作可以改变阶级吗
我可以肯定的和你说能
可以说来德国工作
就是让我改变阶级了
如果没有出国
以我中专的学历
又是护理专业
可能会一直平平无奇
每个月赚着一点钱
过着一眼望到头的生活
因为出国
我从19岁开始
看到了更大的世界
除了德国的各大城市
柏林
汉堡慕尼黑法兰克福科隆等
我还去了欧洲其他的国家
瑞士捷克葡萄牙西班牙
荷兰等
来德国做护士快8年了
旅游了不少国家和城市
一年能休五六个月
实现财务自由
以我自身的条件来说
我觉得出国不但改变了阶级
还改变了我的命运"
592,视频号官号,2025-09-28,权益加班,为了让护士好好打工多,为了让护士好好打工 多干活 德国医院真的是煞费苦心啊 第一点 就是超长年假必须休完 每年除了法定节假日 和自己的轮休,"为了让护士好好打工
多干活
德国医院真的是煞费苦心啊
第一点
就是超长年假必须休完
每年除了法定节假日
和自己的轮休
还有26-42天的带薪年假
年假每个医院会有点不同
我们医院
普通护士的年假少
是30 个工作日
如果多上夜班
还会高达三十八九天
这个月刚开始
护士长就又让我们
开始填写明年的休假计划了
想休哪个月提前排出来
主打就是休息好
才能工作好
第二干的多
挣的多付出和回报成正比
德国护士除了固定工资
你无论是加班夜班
周末上班者
是休息时间出来替班
都要有相对应的补助
像我们医院
你替个班
除了你固定工资以外
每个小时
还有10欧的额外补助
7.7个小时下来就有77欧
大约快600块人民币
你要是法定节假日来替班
除了替班费
还有节假日补贴
护士从来不加免费的班
干多少活拿多少钱
第三细化岗位职责
我们科室
一个当班护士负责8-9个病人
夜班两个护士管28张病床
不存在走廊加床的问题
科室还有秘书和助理
以及厨房帮工
秘书负责病人的出入院
以及床位管理
助理负责打针抽血
拉心电图等
厨房帮工负责给病人分饭
另外想上什么班
可以跟护士长协商
护士长会尽量满足你的意愿"
593,视频号官号,2025-09-27,夜班,护士不是青春饭经验丰,护士不是青春饭 经验丰富 技术过硬才是咱最大的底气 我在德国做护士8年多了 见过很多新手护士 小到20刚出头,"护士不是青春饭
经验丰富
技术过硬才是咱最大的底气
我在德国做护士8年多了
见过很多新手护士
小到20刚出头
大到五六十岁都有
有很多护士同行问我米亚
我30多岁了
还能来德国做护士吗
其实德国对于年龄和学历
真的没有那么苛刻
相反你的工龄越长
经验越丰富
就越吃香
比如说我们科室
去年来了一个63岁的大爷
享受的年假跟我们是一样的
而且他还要
求每个星期四必须休息
因为他的工龄比我长
所以他的底薪是比我高的
另外
我们科室有个巴西的小哥哥
35岁
正在我们科室做认证护士
所以啊在德国
护士找工作跳槽
压根没有所谓的年龄歧视
职业危机也不用担心
年龄太大了
工作吃不消
大家都是一样
8个小时工作制
如果你上不了全职
可以选择上半职
夜班和排班都是自愿的
上或者是不上
想什么时候上
只要提前和护士长打好招呼
一切都好商量
夜班并不是必须的
国内护士想来德国
也是一样的
没有所谓的年龄坎
学历差别
30岁40岁有经验更吃香
但当然 20多岁的小护士
事业能力更强
国内护士
练就的一身护理技术
来德国工作妥妥等于躺平了"
594,视频号官号,2025-09-26,工资收入,小费,哈哈今天 又到我们发小费的日子啦 拆个盲盒看看有多少 100欧和快800 毛爷爷刚开始到德国的时候 扶病人上厕所,"哈哈今天
又到我们发小费的日子啦
拆个盲盒看看有多少
100欧和快800
毛爷爷刚开始到德国的时候
扶病人上厕所
完事了掏出来5欧给我
我心想这不是塞红包吗
咋可真的不敢收呀
紧忙说来来来
来来来后来才知道
在德国病人给小费太常见了
护士可以光明正大的收
病人给科室的小费
我们是三个月左右分一次
如果直接给个人了
那就揣进自己的腰包
今天有个病人出院
又给了5欧
留言条还画了一个咖啡杯
这种给护士小费的文化
我觉得可以发扬起来"
596,视频号官号,2025-09-23,互换比管理,00后整顿职场护士整,00后整顿职场护士 整顿护士长 护士把医院投诉了 我在德国做护士 遇到过护士反手投诉护士 长护理部的情况,"00后整顿职场护士
整顿护士长
护士把医院投诉了
我在德国做护士
遇到过护士反手投诉护士
长护理部的情况
结果是让人大快人心啊
我朋友科室的护士长
50多岁的德国人
总是给他
和另外几个外国护士
排比较多的早班
以及
他们的休息也是零零散散的
把好上的班
排给自己喜欢的几个护士
一回两回可能是巧合
但总是这样
那可不就是针对了吗
他们跟护士长反映了好几次
都没什么效果
后来呀干脆就联合起来
一块去护理部
把护士长给投诉了
投诉理由是
护士长排班不公平
结果护士长
就被护理部叫去听茶话会了
从那以后呀
护士长排班
就再也没有那么离谱了
护士敢去投诉护士长
主要是不用担心
护士长给穿小鞋
因为 1
不会影响咱们护士的工资
护士长没有权利罚款扣钱
护士
护士工资更不受护士长管控
2不会影响护士晋升
咱护士如果想要升职
那就去进修培训
跟护士长没有关系"
